S/N		Words               		Frequency
9166		false-hearted       		1
9167		false-play'd        		1
9168		false-speaking      		1
9169		falsehood           		34
9170		falsely             		18
9171		falseness           		2
9172		falser              		2
9173		falsify             		1
9174		falsing             		1
9175		falstaff            		444
9176		falstaff's          		8
9177		falstaffs           		2
9178		falter              		2
9179		fam'd               		7
9180		fame                		68
9181		fame's              		2
9182		famed               		1
9183		familiar            		36
9184		familiar-but        		1
9185		familiarity         		4
9186		familiarly          		4
9187		familiars           		2
9188		family              		7
9189		family's            		1
9190		famine              		12
9191		famish              		8
9192		famish'd            		10
9193		famished            		1
9194		famous              		30
9195		famoused            		1
9196		famously            		2
9197		fan                 		16
9198		fan's               		1
9199		fanatical           		1
9200		fancies             		13
9201		fancy               		47
9202		fancy's             		7
9203		fancy-free          		1
9204		fancy-monger        		1
9205		fancy-sick          		1
9206		fane                		1
9207		fanes               		1
9208		fang                		14
9209		fang'd              		1
9210		fangled             		1
9211		fangless            		1
9212		fangs               		4
9213		fann'd              		3
9214		fanning             		3
9215		fans                		2
9216		fantasied           		1
9217		fantasies           		4
9218		fantastic           		6
9219		fantastical         		15
9220		fantastically       		3
9221		fantasticoes        		1
9222		fantasy             		14
9223		fap                 		1
9224		far                 		279
9225		far'd               		1
9226		far'st              		2
9227		far-fet             		1
9228		far-off             		3
9229		farborough          		1
9230		farced              		1
9231		fardel              		7
9232		fardels             		1
9233		fare                		136
9234		fares               		29
9235		farewell            		352
9236		farewell'           		1
9237		farewells           		2
9238		fariner's           		1
9239		faring              		1
9240		farm                		8
9241		farm-house          		1
9242		farmer              		1
9243		farmer's            		2
9244		farmhouse           		1
9245		farms               		1
9246		farre               		1
9247		farrow              		1
9248		farther             		43
9249		farthest            		14
9250		farthing            		2
9251		farthingale         		3
9252		farthingales        		1
9253		farthings           		2
9254		fartuous            		1
9255		fas                 		1
9256		fashion             		99
9257		fashion'd           		10
9258		fashion's           		1
9259		fashion-mongers     		1
9260		fashion-monging     		1
9261		fashionable         		2
9262		fashioning          		2
9263		fashions            		8
9264		fast                		129
9265		fast'ned            		4
9266		fast-closed         		1
9267		fast-falling        		1
9268		fast-i              		1
9269		fast-lost           		1
9270		fasted              		1
9271		fasten              		4
9272		fasten'd            		3
9273		fastened            		2
9274		faster              		16
9275		fastest             		2
9276		fasting             		13
9277		fastly              		1
9278		fastolfe            		10
9279		fasts               		4
9280		fat                 		66
9281		fat-already         		1
9282		fat-brain'd         		1
9283		fat-guts            		1
9284		fat-kidney'd        		1
9285		fat-room            		1
9286		fat-witted          		1
9287		fatal               		42
9288		fatal-plotted       		1
9289		fatally             		1
9290		fate                		44
9291		fated               		5
9292		fates               		14
9293		father              		833
9294		father'             		3
9295		father'd            		2
9296		father's            		232
9297		father's'           		1
9298		father-in-law       		4
9299		fathered            		1
9300		fatherless          		2
9301		fatherly            		3
9302		fathers             		38
9303		fathers'            		5
9304		fathers-men         		1
9305		fathom              		8
9306		fathomless          		1
9307		fathoms             		3
9308		fatigate            		1
9309		fatness             		1
